,full_text,clean_text,cluster
1193,Padahal peringkat 3 udah berasa juara dunia. Cabor lain harus ngalah sama cabor yang nyumbang 1 medali dengan cara kekerasan.,peringkat asa juara dunia cabor ngalah cabor nyumbang medali keras,0
1194,@jogmfs Lah kok kekerasan,keras,2
1195,"@hrvdruto @userjeonjk Dahhh kalian gaboleh berantem, gaboleh ada kekerasan juga",dahhh tengkar keras,0
1196,"@jogmfs Bentar bentar.. Love language physical attack artinya sebatas nyubit, atau sampe kekerasan dalam pacaran? Namanya bentuk kekerasan apapun (mukul, nendang) udah masuk ke kekerasan, dan kamu bs minta perlindungan ke LSM atau satgas tiap kelurahan. dan udahan ajaa",bentar bentar love language physical attack batas nyubit keras pacar nama bentuk keras apa mukul nendang masuk keras lindung lsm satgas lurah udahan ajaa,1
1197,"@sevenisyou @RandomWorldWar Karena org kita ga perlu pake kekerasan,cukup di bodo2in aja dah pd nurut",orang pakai kekerasancukup bodoin nurut,2
1198,Karen's Diner Bali ungkap beberapa pelayannya alami kekerasan fisik dari seorang pelanggan. #kumparanFOOD #newsupdate https://t.co/mKSdgEX2KJ,karens diner bal layan alami keras fisik langgan kumparanfood newsupdate,2
1199,Viral sekelompok penari Sintren di Brebes mengalami kekerasan dan pelecehan seksual saat sedang pentas. Apa kata DP3KB Pemkab Brebes?\n\nhttps://t.co/QxmMRkmWhs,viral kelompok tari sintren brebes alami keras leceh seksual pentas dpkb pemkab brebesnn,2
1200,"Mengenal Enabler, Sosok Bungkam yang Jadi 'Musuh' Para Korban dan Penyintas Kekerasan Seksual https://t.co/RYeHVb2hHw",kenal enabler sosok bungkam musuh korban sintas keras seksual,2
1201,"@jungkookidd Kata aing sih iya. Tekanan yang menyerang psikologis/mental pun termasuk dalam kategori kekerasan. Ya salah satunya, gaslighting itu",aing sih iya tekan serang psikologismental kategori keras salah satu gaslighting,1
1202,"Kawal Kasus Kekerasan Seksual di Pengadilan, Jangan Berlama-Lama https://t.co/srAo0cRcAV",kawal keras seksual adil berlamalama,2
1203,Penggunaan media sosial (medsos) yang tidak sehat disebut menjadi salah satu sebab timbulnya kasus kekerasan terhadap anak di Kota Surabaya.\n \n#surabaya #picukekerasan #medsos #kekerasananak\nhttps://t.co/YtvLUVbnE9,guna media sosial medsos sehat salah timbul keras anak kota surabayan nsurabaya picukekerasan medsos kekerasananakn,0
1204,"Adapun dua permohonan penghentian penuntutan berdasarkan Restorative Justice yang diajukan adalah atas perkara pencurian sebagaimana diatur dalam Pasal 362 KUHP, dan atas perkara Kasus Kekerasan Dalam Rumah Tangga (KDRT) atau Kekerasan Terhadap Anak sebagaimana yang diatur dalam",mohon henti tuntut dasar restorative justice aju perkara curi atur pasal kuhp perkara keras rumah tangga kdrt keras anak atur,2
1205,"Kekerasan Anak di Jatim Capai 1161 kasus, Pemprov Buka Hotline Aduan 24 Jam \nhttps://t.co/Mj00Fr4qQZ",keras anak jatim capai pemprov buka hotline adu jam,2
1206,"@Marimar_Aauw Masalahnya, saya bahas itu sama @irasjafii ujung2nya bahas kekerasan seksual, aborsi, kontrasepsi emergency... yhaaa gimana",bahas ujung bahas keras seksual aborsi kontrasepsi emergency yhaaa gimana,2
1207,Pawai Bendera Nasional Israel di Yerusalem Dikhawatirkan Picu Kekerasan Baru https://t.co/jjFyNgBEi6,pawai bendera nasional israel yerusalem khawatir picu keras,2
1208,"(2)\n\nGerakan ini merupakan bentuk protes terhadap pemerintah otoriter Orde Baru. Selain itu, pemerintah Orde Baru yang otoriter juga banyak melakukan kekerasan, pelanggaran HAM, dan pembungkaman atas demokrasi. https://t.co/84UWmjnx7e",nngerakan bentuk protes perintah otoriter orde perintah orde otoriter keras langgar ham bungkam demokrasi,2
1209,Perhatikan norma pada KUHP. \nPenentuan usia kehamilan hingga 14 minggu hanya pada korban kekerasan seksual sedangkan pada indikasi kedaruratan medis tdk ada batasan waktu.,perhati norma kuhp npenentuan usia hamil minggu korban keras seksual indikasi darurat medis batas,2
1210,@Relyourbae2 Udah nggak kepikiran pernikahan.  Trauma akan pernikahan udah banyak  di tunjukin sama keluarga.  Mulai dari kekerasan. Perselingkuhan. Tiba-tiba di tinggal tanpa kejelasan waktu punya baby new bord udah semuanya.  Jadinya banyak traumanya.,udah pikir nikah trauma nikah tunjukin keluarga keras selingkuh tibatiba tinggal jelas baby new bord trauma,1
1211,Angka Kekerasan Perempuan Dan Anak Di Banjarmasin Masih Tinggi https://t.co/UOG97HrDmd https://t.co/tCd1QXm947,angka keras perempuan anak banjarmasin,2
1212,": tau lebih lanjut, tapi yang pasti anak itu pulang sama bapaknya, dan anak-anak yang sholat maghrib di masjid ikut dateng ke rumah, mau tau ada apa.\n\n: singkat cerita, besoknya (rabu) ayah dilaporin ke denpom (residen polisi militer) atas tuduhan Kekerasan dan Penyekapan pada-""",anak pulang bapak anakanak sholat maghrib masjid rumah apann singkat cerita besok rabu ayah dilaporin denpom residen polisi militer tuduh keras sekap,1
1213,"30 Kasus Kekerasan di Surabaya Dilaporkan Sejak Awal Tahun, Ini Pemicunya https://t.co/NTse3z9y5W",keras surabaya lapor picu,0
1214,"@5N_TRENDS @5ecretNumber Kalo kata Bang Rhoma Irama tuh ber-DOXA sekali MV ini, wkwkwkwk. Tap beat musiknya asyik!!!\n1. Gunting berdarah\n2. Sensualitas di bathup\n3. Minum-minuman\n4. Kekerasan"" pada permen\n5. Mubazir makanan\n6. Vandalisme\n\nDOXA MV TEASER 1\n\n#SECRET_NUMBER #시크릿넘버\n#DOXA \n@5ecretNumber https://t.co/G6utY2ECkQ""",kalo bang rhoma irama tuh berdoxa mv wkwkwkwk tap beat musik asyikn gunting berdarahn sensualitas bathupn minumminumann keras permenn mubazir makanann vandalismenndoxa mv teaser nnsecret number ndoxa,0
1215,"film pendek berjudul  KLITIH "" karya dari Lapas Sleman (cebongan). Film ini menceritakan tentang aksi kenakalan anak² yang sampai saat ini masih menjadi PR untuk kita bersama. https://t.co/pf2u82iL7y""",film pendek judul klitih karya lapas sleman cebong film cerita aksi nakal anak pr,2
1216,Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,0
1217,@luenamovas hobi kok kekerasan,hobi keras,2
1218,BNPT minta tinggalkan kekerasan saat kunjungi eks napiter di Jatim https://t.co/DMBAHp2bgb,bnpt tinggal keras kunjung eks napiter jatim,2
1219,"@JakaAdy Kekerasan memang bukan jawaban, tapi dipegangin ramean lalu dikelitikin pakai kemoceng bulu ayam kayaknya gpp",keras dipegangin ramean dikelitikin pakai kemoceng bulu ayam kayak apa,2
1220,"Kapolresta Pekanbaru Kombes Pol Jefri R.P Siagian, S.I.K., M.H., didampingi oleh PJU Polresta Pekanbaru, melaksanakan Press Release Pengungkapan Pelaku Tindak Pidana Pencurian dengan Kekerasan dan atau Pemerasan dan ancaman.\n/_\n#togetherwearestrong\n#Sicepatpresisi https://t.co/IP7B5qOtLc",kapolresta pekanbaru kombes pol jefri siagian sik mh damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancamann ntogetherwearestrongnsicepatpresisi,2
1221,"Pelajar tidak bisa menahan diri untuk tidak melakukan kekerasan jika agamanya di hina.\n\nPelajar menganggap negara-negara Barat, seperti Amerika Serikat, Inggris, dan Australia merupakan ancaman terhadap agama dan budaya Indonesia\n\nhttps://t.co/z9LpAbtVi1",ajar tahan keras agama hinannpelajar anggap negaranegara barat amerika serikat inggris australia ancam agama budaya indonesiann,0
1222,"@ray_kairi @A_wisesa_k @xxtravert saya bukan mengomentari kasus desta tapi statement selingkuh adalah masalah pribadi beda dengan KDRT"" karena bagi saya selingkuh adalah kekerasan.\n\nsemoga membantu 🙏🏼""",komentar desta statement selingkuh pribadi beda kdrt selingkuh kekerasannnsemoga bantu,0
1223,"Penanganan Kasus Kekerasan Seksual terhadap Anak di Tangsel Lamban, RPA Partai ... https://t.co/RTQF1B224Y",tangan keras seksual anak tangsel lamban rpa partai,2
1224,"@letmebeyourpal @SuporterFC Point gw,jangan disalahin sananta karena provokasi.. yg salah bukan provokasi, yg salah ya yg naggepin provokasi berlebih yaitu kekerasan fisik (Main tangan).\nJadi No.19 sama komang harus kena juga. Tapi tetep gak sebanyak thailand.. hitung sendiri dah.",point gwjangan disalahin sananta provokasi salah provokasi salah naggepin provokasi lebih keras fisik main tangannjadi no komang kena thailand hitung,2
1225,meanwhile si wonwoo:\n\nHAHHAHAHAHAHAHAAHAHAH https://t.co/5FG36h3Sfe,meanwhile wonwoonnhahhahahahahahaahahah,0
1226,Identitas Sumardji sebagai seorang perwira polisi berpangkat komisaris besar (Kombes) mengejutkan media Vietnam. Mereka tidak menyangka bahwa sosok yang menjadi korban kekerasan itu ternyata orang penting di satuan Kepolisian Indonesia\nhttps://t.co/GpXCnpgdDL,identitas sumardji perwira polisi pangkat komisaris kombes kejut media vietnam sangka sosok korban keras orang satu polisi indonesian,2
1227,@Profokiev @Nayvan ancam dengan kekerasan kalo ada yang mempersulit 🥰🥰🥰,ancam keras sulit,0
1228,"skill  kekerasan semakin ter asah ketika melbu , nduwe skill anyar ngawe senjata nganggo barang sederhana, njuk nek metu ojo lali gabung kelompok sek luwih extrim 😁 sek ono backup e",skill keras ter asah melbu nduwe skill anyar ngawe senjata nganggo barang sederhana njuk nek metu ojo lali gabung kelompok sek luwih extrim sek ono backup e,2
1229,"Kapolresta Pekanbaru Kombes Pol Jefri R.P Siagian, S.I.K., M.H., didampingi oleh PJU Polresta Pekanbaru, melaksanakan Press Release Pengungkapan Pelaku Tindak Pidana Pencurian dengan Kekerasan dan atau Pemerasan dan ancaman.\n/_\n#togetherwearestrong\n#Sicepatpresisi https://t.co/D00jU1Akfh",kapolresta pekanbaru kombes pol jefri siagian sik mh damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancamann ntogetherwearestrongnsicepatpresisi,2
1230,"Tiada hari tanpa diskusi #RUUKesehatan dan kali ini terkait isu Aborsi bareng @idhoen.\nPada dasarnya, aborsi merupakan tindak pidana menurut KUHP dengan pengecualian pada kekerasan seksual yg menyebabkan kehamilan dan adanya indikasi kdaruratan medis (Pasal 463 KUHP)",tiada diskusi ruukesehatan kali kait isu aborsi bareng dasar aborsi tindak pidana kuhp kecuali keras seksual sebab hamil indikasi kdaruratan medis pasal kuhp,2
1231,"Kekerasan dalam pertemanan, love languagenya physical attack https://t.co/G3DbhB6fMt",keras teman cinta languagenya physical attack,1
1232,"Kapolresta Pekanbaru Kombes Pol Jefri R.P Siagian, S.I.K., M.H., didampingi oleh PJU Polresta Pekanbaru, melaksanakan Press Release Pengungkapan Pelaku Tindak Pidana Pencurian dengan Kekerasan dan atau Pemerasan dan ancaman.\n/_\n#togetherwearestrong\n#Sicepatpresisi https://t.co/iHd57fOzBt",kapolresta pekanbaru kombes pol jefri siagian sik mh damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancamann ntogetherwearestrongnsicepatpresisi,2
1233,BNPT minta tinggalkan kekerasan saat kunjungi eks napiter di Jatim https://t.co/YVf6gD5e1o,bnpt tinggal keras kunjung eks napiter jatim,2
1234,Skups penuh kekerasan membuat anak kucing takut 😂,skups penuh keras anak kucing takut,0
1235,"Kapolresta Pekanbaru Kombes Pol Jefri R.P Siagian, S.I.K., M.H., didampingi PJU Polresta Pekanbaru, melaksanakan Press Release Pengungkapan Pelaku Tindak Pidana Pencurian dengan Kekerasan dan atau Pemerasan dan ancaman.\n/_\n#togetherwearestrong\n#Sicepatpresisi https://t.co/lOSZNkP8zT",kapolresta pekanbaru kombes pol jefri siagian sik mh damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancamann ntogetherwearestrongnsicepatpresisi,2
1236,"@Oh___mysoft wanita tak suka kekerasan, tapi suka yg keras, tegak dan menantang 😅🤣 https://t.co/y1IIlMmqnz",wanita suka keras suka keras tegak tantang,1
1237,Tapi kekerasan itu ngga hanya berupa fisik loh,keras fisik loh,1
1238,@bbrianvcr @kryctalt ak cepuin ayangku klo ak kena kekerasan 🤧,cepuin ayangku kena keras,0
1239,@BanyuSadewa gimana kalo childfree demi mutus mata rantai kekerasan rumah tangga ?,gimana childfree mutus mata rantai keras rumah tangga,0
1240,@SP_IndiraJKT48 @AU_LiaJKT48 @PS_AmandaJKT48 tolong disini jangan ada kekerasan. kalo disana boleh deh,tolong keras sana deh,1
1241,Salah Menggunakan Media Sosial Picu Kasus Kekerasan terhadap Anak di Surabaya https://t.co/28X2WlxYJd,salah media sosial picu keras anak surabaya,0
1242,"Media Sosial dan Keutuhan Keluarga, Penyebab Awal Kasus Kekerasan Anak di Surabaya\n\nhttps://t.co/oTAqbi1G8s",media sosial utuh keluarga sebab keras anak surabayann,0
1243,"bersama menggunakan kekerasan terhadap orang atau barang. Ancaman hukumannya adalah penjara selama-lamanya sembilan tahun jika kekerasan tersebut menyebabkan luka berat.""",keras orang barang ancam hukum penjara selamalamanya sembilan keras sebab luka berat,0
1244,"@nneiva_ @21flawss @tanyakanrl Iya kdrt jelas kabur lah ngapain kekerasan bisa meningkat ke pembunuhan \n\nnyawa tetep utama\n\nsetelah proses"" itu maksudnya proses perceraian ya ?""",iya kdrt kabur ngapain keras tingkat bunuh nnnyawa utamannsetelah proses maksud proses cerai,1
1245,"Program utama dari deradikalisasi adalah hijrah pemahaman, untuk itu mari tinggalkan kekerasan. https://t.co/3NAopT7CAF",program utama deradikalisasi hijrah paham mari tinggal keras,0
1246,Dinas Pemberdayaan Perempuan dan Perlindungan Anak serta Pengendalian Penduduk dan Keluarga Berencana Kota Surabaya menyebutkan timbulnya kasus kekerasan terhadap anak salah satunya karena penggunaan media sosial yang tidak sehat\n\n#KekerasanAnak #Surabaya\n\nhttps://t.co/vYPdVDUVrL,dinas daya perempuan lindung anak kendali duduk keluarga rencana kota surabaya timbul keras anak salah satu guna media sosial sehatnnkekerasananak surabayann,0
1247,"Program utama dari deradikalisasi adalah hijrah pemahaman, untuk itu mari tinggalkan kekerasan. https://t.co/Bes4ik2sIa",program utama deradikalisasi hijrah paham mari tinggal keras,0
1248,"@jogmfs Benul. Dah doyan kekerasan ke istri anak, selingkuh pula😀",benul dah suka keras istri anak selingkuh,1
1249,"Setuju, harusnya ada uu yang melegalkan aborsi untuk korban kekerasan seksual",tuju uu legal aborsi korban keras seksual,2
1250,"SR, Surabaya - Dinas Pemberdayaan Perempuan dan Perlindungan Anak serta Pengendalian Penduduk dan Keluarga Berencana (DP3A-P2KB) Kota Surabaya menyebutkan, timbulnya kasus kekerasan terhadap anak salah satunya karena penggunaan media sosial (medsos)\n\nhttps://t.co/qZnmsx9m3b https://t.co/syahm4vn0N",sr surabaya dinas daya perempuan lindung anak kendali duduk keluarga rencana dpapkb kota surabaya timbul keras anak salah satu guna media sosial medsosnn,0
1251,"kekerasan tersebut. Tersangka yang berhasil diamankan adalah S.I.P, seorang pria berusia 19 tahun, serta M.I.S, juga seorang pria berusia 19 tahun.\n\nTersangka akan dijerat dengan Pasal 170 ayat (2) KUHPidana yang berbunyi, Barang siapa dengan terang-terangan dan dengan tenaga""",keras sangka hasil aman sip pria usia mis pria usia tahunnntersangka jerat pasal ayat kuhpidana bunyi barang terangterangan tenaga,2
1252,"Program utama dari deradikalisasi adalah hijrah pemahaman, untuk itu mari tinggalkan kekerasan. https://t.co/t9Wp9VZwuV",program utama deradikalisasi hijrah paham mari tinggal keras,0
1253,"Pendiri Center for Indonesia’s Strategic Development Initiatives, Diah Satyani Saminarsih, juga menyatakan bahwa tindakan kriminal ini (aborsi ilegal) masih ada karena pemerintah tidak bisa tegas dengan kebijakan aborsi untuk korban kekerasan seksual\n\nhttps://t.co/GjjNpJNrgz https://t.co/CJ0MEVWtu7",diri center for indonesias strategic development initiatives diah satyani saminarsih tindak kriminal aborsi ilegal perintah bijak aborsi korban keras seksualnn,0
1254,Identitas Sumardji sebagai seorang perwira polisi berpangkat komisaris besar (Kombes) mengejutkan media Vietnam. Mereka tidak menyangka bahwa sosok yang menjadi korban kekerasan itu ternyata orang penting di satuan Kepolisian Indonesia\nhttps://t.co/asTkjyxlrf,identitas sumardji perwira polisi pangkat komisaris kombes kejut media vietnam sangka sosok korban keras orang satu polisi indonesian,2
1255,Tercatat sebanyak 602 kasus kekerasan seksual pada anak di Jatim pada 2022.    https://t.co/fadtgzoymu,catat keras seksual anak jatim,2
1256,"Angka kekerasan seksual pada anak di 2022 mencapai 602 kasus atau 51,85 persen dari total 1161 kasus kekerasan yang terjadi pada anak. #selaluid #breakingnews\nhttps://t.co/5HzzdW5hyR",angka keras seksual anak capai persen total keras anak selaluid breakingnewsn,0
1257,"Stop kekerasan   terhadap perempuan, perjuangkan hak rakyat! #PKSpembelaRakyat @PKSejahtera   @FPKSDPRRI",stop keras perempuan juang hak rakyat pkspembelarakyat,0
1258,"Cegah Kekerasan Terhadap Anak, Pemkot dan Polrestabes Surabaya Sosialisasi hingga Balai RW https://t.co/VXwaVW3yMj",cegah keras anak pemkot polrestabes surabaya sosialisasi balai rw,2
1259,"Stop kekerasan   terhadap perempuan, perjuangkan hak rakyat! #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI",stop keras perempuan juang hak rakyat pkspembelarakyat,0
1260,"Di tempat berbeda, Menteri PPPA bertemu dan berdialog dengan para anak korban kekerasan seksual yang dilakukan guru ngaji di Kab. Sleman. Dukungan dan apresiasi disampaikan atas keberanian korban yang melapor dan kesigapan pendamping. https://t.co/VK3DGfBrZ1",beda menteri pppa temu dialog anak korban keras seksual guru ngaji kab sleman dukung apresiasi berani korban lapor sigap damping,2
1261,@elovehants BELOM KENA APA KEKERASAN NYA,bom kena keras nya,0
1262,Rapat Koordinasi Dan Kerjasama Lintas Sektor Pencegahan Kekerasan Terhadap Perempuan Kabupaten Ketapang Tahun 2023.\n.\n.\nKEJARI KETAPANG PRIMA\nP = Profesional\nR = Responsif\nI = Inovatif\nM = Moderen\nA = Akuntable\n.\n.\n#KejaksaanRI\n#Kejatikalbar\n#Kejariketapang\n#BanggaMelayaniBangsa,rapat koordinasi kerjasama lintas sektor cegah keras perempuan kabupaten ketapang nnnkejari ketapang primanp profesionalnr responsifni inovatifnm moderenna akuntablennnkejaksaanrinkejatikalbarnkejariketapangnbanggamelayanibangsa,2
