full_text,clean_text,tokenized_sents,polarity_score,polarity
Rapat Koordinasi Dan Kerjasama Lintas Sektor Pencegahan Kekerasan Terhadap Perempuan Kabupaten Ketapang Tahun 2023.\n.\n.\nKEJARI KETAPANG PRIMA\nP = Profesional\nR = Responsif\nI = Inovatif\nM = Moderen\nA = Akuntable\n.\n.\n#KejaksaanRI\n#Kejatikalbar\n#Kejariketapang\n#BanggaMelayaniBangsa,rapat koordinasi kerjasama lintas sektor cegah keras perempuan kabupaten ketapang nnnkejari ketapang primanp profesionalnr responsifni inovatifnm moderenna akuntablennnkejaksaanrinkejatikalbarnkejariketapangnbanggamelayanibangsa,"['rapat', 'koordinasi', 'kerjasama', 'lintas', 'sektor', 'cegah', 'keras', 'perempuan', 'kabupaten', 'ketapang', 'nnnkejari', 'ketapang', 'primanp', 'profesionalnr', 'responsifni', 'inovatifnm', 'moderenna', 'akuntablennnkejaksaanrinkejatikalbarnkejariketapangnbanggamelayanibangsa']",2,1
Keutuhan Keluarga hingga Pengaruh Medsos Jadi Pemicu Kasus Kekerasan Anak di Surabaya\nhttps://t.co/PclbRpr6MJ,utuh keluarga pengaruh medsos picu keras anak surabayan,"['utuh', 'keluarga', 'pengaruh', 'medsos', 'picu', 'keras', 'anak', 'surabayan']",2,1
"#PKSpembelaRakyat @PKSejahtera @FPKSDPRRI mengutamakan perlindungan terhadap anak-anak, termasuk pencegahan kekerasan dan peningkatan kesejahteraan mereka. Program-program PKS berfokus pada pendidikan inklusif, kesehatan anak, dan pengembangan potensi generasi penerus bangsa.",pkspembelarakyat utama lindung anakanak cegah keras tingkat sejahtera programprogram pks fokus didik inklusif sehat anak kembang potensi generasi terus bangsa,"['pkspembelarakyat', 'utama', 'lindung', 'anakanak', 'cegah', 'keras', 'tingkat', 'sejahtera', 'programprogram', 'pks', 'fokus', 'didik', 'inklusif', 'sehat', 'anak', 'kembang', 'potensi', 'generasi', 'terus', 'bangsa']",11,1
"Jpn sama aja kayak Indo, masalah child abuse gak ada hukum yang tegas. Gak memberi efek jera, makanya banyak banget kasus kekerasan anak tiap hari. Serem mikirin generasi selanjutnya gimana kalo banyak yg jadi korban begitu.",jpn indo child abuse hukum efek jera keras anak rem pikir generasi gimana korban,"['jpn', 'indo', 'child', 'abuse', 'hukum', 'efek', 'jera', 'keras', 'anak', 'rem', 'pikir', 'generasi', 'gimana', 'korban']",-16,2
Kami memperjuangkan peningkatan perlindungan terhadap tenaga kesehatan dalam menghadapi kekerasan dan ancaman. Program PKS Pro Tenaga Kesehatan akan mendukung keamanan dan keberlanjutan mereka. #PKSpembelaRakyat  @PKSejahtera   @FPKSDPRRI,juang tingkat lindung tenaga sehat hadap keras ancam program pks pro tenaga sehat dukung aman lanjut pkspembelarakyat,"['juang', 'tingkat', 'lindung', 'tenaga', 'sehat', 'hadap', 'keras', 'ancam', 'program', 'pks', 'pro', 'tenaga', 'sehat', 'dukung', 'aman', 'lanjut', 'pkspembelarakyat']",14,1
Women's March Jakarta tidak mentoleransi tindakan kekerasan seksual dalam bentuk apapun!\n\nKami menyediakan POSKO ADUAN jika hal yang tidak diinginkan terjadi (semoga semua aman sentosa). https://t.co/1PluCnT4vL,womens march jakarta toleransi tindak keras seksual bentuk apapunnnkami sedia posko adu moga aman sentosa,"['womens', 'march', 'jakarta', 'toleransi', 'tindak', 'keras', 'seksual', 'bentuk', 'apapunnnkami', 'sedia', 'posko', 'adu', 'moga', 'aman', 'sentosa']",9,1
Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,2
@BTS_twt Kenapa lu selalu pake kekerasan? Gue capeeew,pakai keras gue capeeew,"['pakai', 'keras', 'gue', 'capeeew']",0,0
"PKS berkomitmen untuk melindungi hak-hak perempuan dan anak. Kami akan mengadvokasi kebijakan yang mendukung kesetaraan gender, perlindungan terhadap kekerasan dalam rumah tangga, dan peningkatan kesejahteraan anak.   #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI",pks komitmen lindung hakhak perempuan anak advokasi bijak dukung tara gender lindung keras rumah tangga tingkat sejahtera anak pkspembelarakyat,"['pks', 'komitmen', 'lindung', 'hakhak', 'perempuan', 'anak', 'advokasi', 'bijak', 'dukung', 'tara', 'gender', 'lindung', 'keras', 'rumah', 'tangga', 'tingkat', 'sejahtera', 'anak', 'pkspembelarakyat']",14,1
"@KompasTV Bubarkan MUI, krn tdk bekerja, makan gaji buta,  kejadian berulang kali, kekerasan seksual di pondok2 pesantren.",bubar mui makan gaji buta jadi ulang kali keras seksual pondok pesantren,"['bubar', 'mui', 'makan', 'gaji', 'buta', 'jadi', 'ulang', 'kali', 'keras', 'seksual', 'pondok', 'pesantren']",-4,2
"Untuk peserta yang melihat tindak kekerasan seksual selama aksi berlangsung, sangat diharapkan untuk membantu korban.\nYuk lakukan aksi dengan aman dan damai!\n\n#womensmarchjakarta #wmj2023 #womensmarchjakarta2023 #feminism #womensmarch #sudahibungkamlawan #aksidamai https://t.co/mdVwgJIu2M",serta tindak keras seksual aksi harap bantu korbannyuk laku aksi aman damainnwomensmarchjakarta wmj womensmarchjakarta feminism womensmarch sudahibungkamlawan aksidamai,"['serta', 'tindak', 'keras', 'seksual', 'aksi', 'harap', 'bantu', 'korbannyuk', 'laku', 'aksi', 'aman', 'damainnwomensmarchjakarta', 'wmj', 'womensmarchjakarta', 'feminism', 'womensmarch', 'sudahibungkamlawan', 'aksidamai']",5,1
Mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan.,hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,2
"@enjiluv @hrdbacot Pabrik pasti ada PP, di PP harusnya ada pasal yang mengatur tindak kekerasan dan membuat karyawan lain tidak nyaman. Pada saat kejadian, atasannya tau? Kalo gatau, info atasan. Kalau atasan tidak bergerak, masuk HRD.",pabrik pp pp pasal atur tindak keras karyawan nyaman jadi atas kalo info atas atas gerak masuk hrd,"['pabrik', 'pp', 'pp', 'pasal', 'atur', 'tindak', 'keras', 'karyawan', 'nyaman', 'jadi', 'atas', 'kalo', 'info', 'atas', 'atas', 'gerak', 'masuk', 'hrd']",-13,2
Program PKS mengadvokasi hak-hak perempuan dan melindungi mereka dari kekerasan serta diskriminasi. Kehidupan perempuan Indonesia semakin aman dan berdaya.  #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI,program pks advokasi hakhak perempuan lindung keras diskriminasi hidup perempuan indonesia aman daya pkspembelarakyat,"['program', 'pks', 'advokasi', 'hakhak', 'perempuan', 'lindung', 'keras', 'diskriminasi', 'hidup', 'perempuan', 'indonesia', 'aman', 'daya', 'pkspembelarakyat']",2,1
"@txtdrkuliner Maaf karen's dinner mau nerima pegawai baru ga ya? Setidaknya bisa sedikit bela diri tapi klo soal judes &amp; tidak ramah saya nomor 1,\nMayan klo ada pelanggan ga terima trus melakukan kekerasan bisa sedikit ngelawan xixi",maaf karens dinner nerima pegawai bela judes ramah nomor nmayan langgan terima keras ngelawan xixi,"['maaf', 'karens', 'dinner', 'nerima', 'pegawai', 'bela', 'judes', 'ramah', 'nomor', 'nmayan', 'langgan', 'terima', 'keras', 'ngelawan', 'xixi']",4,1
@NarasiNewsroom Pendewasaan usia pernikahan mungkin jadi salah satu solusi pencegahan kekerasan pada anak.,dewasa usia nikah salah solusi cegah keras anak,"['dewasa', 'usia', 'nikah', 'salah', 'solusi', 'cegah', 'keras', 'anak']",0,0
"Laporan ke Polisi Belum Ada Tindak Lanjut, Istri Kembali Jadi Korban Kekerasan Suami https://t.co/AG1dHE841w",lapor polisi tindak istri korban keras suami,"['lapor', 'polisi', 'tindak', 'istri', 'korban', 'keras', 'suami']",-2,2
MASYARAKAT PERLU MEWASPADAI POLITIK IDENTITAS UNTUK MENGHINDARI KEKERASAN DAN DISKUSI YANG TIDAK PRODUKTIF https://t.co/5PYNhIk2qd,masyarakat waspada politik identitas hindar keras diskusi produktif,"['masyarakat', 'waspada', 'politik', 'identitas', 'hindar', 'keras', 'diskusi', 'produktif']",1,1
@budakgel0 KEKERASAN TERHADAP KAMBING IH,keras kambing ih,"['keras', 'kambing', 'ih']",-3,2
@melonminii Ya kan memang tidak selamanya perpisahan itu berarti harus sedih. Kan banyak yg kena kekerasan dalam hubungan,pisah sedih kena keras hubung,"['pisah', 'sedih', 'kena', 'keras', 'hubung']",-13,2
PKS hadir untuk memperjuangkan hak-hak kaum difabel dan perlindungan terhadap kekerasan terhadap anak. #PKSPembelaRakyat,pks hadir juang hakhak kaum difabel lindung keras anak pkspembelarakyat,"['pks', 'hadir', 'juang', 'hakhak', 'kaum', 'difabel', 'lindung', 'keras', 'anak', 'pkspembelarakyat']",3,1
💚dari skrng pacaran jg udah keliatan engga satu visi dan misi sih https://t.co/4JKeYlpc9j,pacar visi misi sih,"['pacar', 'visi', 'misi', 'sih']",1,1
30 Kasus Kekerasan Anak di Surabaya Karena Keluarga Tak Utuh https://t.co/UWub5FFvOP,keras anak surabaya keluarga utuh,"['keras', 'anak', 'surabaya', 'keluarga', 'utuh']",1,1
@BTS_twt knpa gue harus punya ibu yg super tolol yoon. ibu yg kasar secara verbal dan suka kekerasan. gue inget bgt yoon harus melalui masa kecil dengan pukulan tamparan cubitan dan bentakan tiap hari. apa skrg gue salah kalo punya trauma dan ga bisa ngomong dengan benar?,super tolol yoon kasar verbal suka keras yoon pukul tampar cubit benta salah trauma bicara,"['super', 'tolol', 'yoon', 'kasar', 'verbal', 'suka', 'keras', 'yoon', 'pukul', 'tampar', 'cubit', 'benta', 'salah', 'trauma', 'bicara']",-12,2
Program kemanusiaan Partai Keadilan Sejahtera\njuga memberikan bantuan kepada korban kekerasan seksual dan kekerasan dalam rumah tangga. #PKSpembelaRakyat,program manusia partai adil sejahteranjuga bantu korban keras seksual keras rumah tangga pkspembelarakyat,"['program', 'manusia', 'partai', 'adil', 'sejahteranjuga', 'bantu', 'korban', 'keras', 'seksual', 'keras', 'rumah', 'tangga', 'pkspembelarakyat']",-1,2
@BTS_twt bahkan smpe skrg gue harus dapat kekerasan itu meski yg tersisa cuma kekerasan verbal. apa kematian seseorang karena gue yoon? apa umur seseorang ada di tangan gue?,keras sisa keras verbal mati yoon umur tangan,"['keras', 'sisa', 'keras', 'verbal', 'mati', 'yoon', 'umur', 'tangan']",-1,2
PKS telah banyak melakukan advokasi dan upaya pencegahan terhadap kekerasan dalam rumah tangga. Program perlindungan korban kekerasan dan pemulihan mereka adalah salah satu langkah PKS sebagai  #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI.,pks advokasi upaya cegah keras rumah tangga program lindung korban keras pulih salah langkah pks pkspembelarakyat,"['pks', 'advokasi', 'upaya', 'cegah', 'keras', 'rumah', 'tangga', 'program', 'lindung', 'korban', 'keras', 'pulih', 'salah', 'langkah', 'pks', 'pkspembelarakyat']",-3,2
PKS memperjuangkan hak-hak perempuan dengan program-program peningkatan kesejahteraan perempuan dan perlindungan terhadap kekerasan gender.   #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI,pks juang hakhak perempuan programprogram tingkat sejahtera perempuan lindung keras gender pkspembelarakyat,"['pks', 'juang', 'hakhak', 'perempuan', 'programprogram', 'tingkat', 'sejahtera', 'perempuan', 'lindung', 'keras', 'gender', 'pkspembelarakyat']",5,1
Jangan biarkan   kekerasan dalam rumah tangga terus berlangsung! #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI,biar keras rumah tangga pkspembelarakyat,"['biar', 'keras', 'rumah', 'tangga', 'pkspembelarakyat']",0,0
@YuukiRikuta STOP USING KEKERASAN,stop using keras,"['stop', 'using', 'keras']",0,0
Belajar hargai dirimu sendiri ya. Orang mabuk itu rawan berbuat kejahatan dan kekerasan. Aku enggak mau km kenapa-napa nanti.,ajar harga diri orang mabuk rawan buat jahat keras kenapanapa,"['ajar', 'harga', 'diri', 'orang', 'mabuk', 'rawan', 'buat', 'jahat', 'keras', 'kenapanapa']",-8,2
PKS mengadakan   program pencegahan kekerasan dalam rumah tangga dan memberikan dukungan   kepada korban. #PKSpembelaRakyat @PKSejahtera,pks ada program cegah keras rumah tangga dukung korban pkspembelarakyat,"['pks', 'ada', 'program', 'cegah', 'keras', 'rumah', 'tangga', 'dukung', 'korban', 'pkspembelarakyat']",1,1
"@tang__kira lah anjr kok? jelas2 mereka lakuin kekerasan, bahkan pelecehan kok, buktinya jelas krn mereka sendiri live, kenapa malah UUD ITE anjr? wah dri dulu emng korban bullying gak pernah dapat keadilan sama aja kek korban pelecehan, gk heran knp yg balas dendam krn dibully pada ekstrim2",anjr lakuin keras leceh bukti live uud ite anjr korban bullying adil kek korban leceh heran balas dendam dibully ekstrim,"['anjr', 'lakuin', 'keras', 'leceh', 'bukti', 'live', 'uud', 'ite', 'anjr', 'korban', 'bullying', 'adil', 'kek', 'korban', 'leceh', 'heran', 'balas', 'dendam', 'dibully', 'ekstrim']",-28,2
PKS mendirikan   lembaga pemulihan bagi korban kekerasan dan pelecehan. #PKSpembelaRakyat   @PKSejahtera,pks diri lembaga pulih korban keras leceh pkspembelarakyat,"['pks', 'diri', 'lembaga', 'pulih', 'korban', 'keras', 'leceh', 'pkspembelarakyat']",-13,2
"PKS berperan aktif dalam mengawal dan memperjuangkan perlindungan terhadap hak-hak perempuan, termasuk mengkampanyekan kesetaraan gender dan mengatasi kekerasan terhadap perempuan.  #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI",pks peran aktif awal juang lindung hakhak perempuan kampanye tara gender atas keras perempuan pkspembelarakyat,"['pks', 'peran', 'aktif', 'awal', 'juang', 'lindung', 'hakhak', 'perempuan', 'kampanye', 'tara', 'gender', 'atas', 'keras', 'perempuan', 'pkspembelarakyat']",4,1
Jangan biarkan   kekerasan dalam rumah tangga terus berlangsung! #PKSpembelaRakyat \n@PKSejahtera,biar keras rumah tangga pkspembelarakyat,"['biar', 'keras', 'rumah', 'tangga', 'pkspembelarakyat']",0,0
"PKS juga memperjuangkan hak-hak perempuan dan anak-anak, melalui program-program yang membantu mereka terhindar dari kekerasan dan diskriminasi.   #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI",pks juang hakhak perempuan anakanak programprogram bantu hindar keras diskriminasi pkspembelarakyat,"['pks', 'juang', 'hakhak', 'perempuan', 'anakanak', 'programprogram', 'bantu', 'hindar', 'keras', 'diskriminasi', 'pkspembelarakyat']",-1,2
Oknum Kepala Puskesmas di Aceh Tengah Didakwa Melakukan Kekerasan terhadap Anak https://t.co/IToVouKIMC https://t.co/WHi1z2wvNK,oknum kepala puskesmas aceh dakwa keras anak,"['oknum', 'kepala', 'puskesmas', 'aceh', 'dakwa', 'keras', 'anak']",3,1
"@JakaAdy Kekerasan bukan jawaban, tapi sebuah pertanyaan yang jawabannya iya""""",keras jawab iya,"['keras', 'jawab', 'iya']",-2,2
"PKS juga mengadvokasi hak-hak kaum minoritas, termasuk perlindungan terhadap diskriminasi dan kekerasan. Program-program ini adalah bukti nyata bahwa  #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI.",pks advokasi hakhak kaum minoritas lindung diskriminasi keras programprogram bukti nyata pkspembelarakyat,"['pks', 'advokasi', 'hakhak', 'kaum', 'minoritas', 'lindung', 'diskriminasi', 'keras', 'programprogram', 'bukti', 'nyata', 'pkspembelarakyat']",3,1
"Met makan siang!\n\nBullying (dlm bhs Indonesia dikenal sbg “penindasan/risak”) merupakan segala bentuk penindasan/ kekerasan yg dilakukan dg sengaja oleh satu org/ sekelompok org yg lbh kuat/ berkuasa terhadap org lain, dengan tujuan unt menyakiti &amp; dilakukan secara terus menerus. https://t.co/5cHtSk3HO1",met makan siangnnbullying bahas indonesia kenal penindasanrisak bentuk tindas keras sengaja orang kelompok orang kuat kuasa orang tuju unt sakit terus,"['met', 'makan', 'siangnnbullying', 'bahas', 'indonesia', 'kenal', 'penindasanrisak', 'bentuk', 'tindas', 'keras', 'sengaja', 'orang', 'kelompok', 'orang', 'kuat', 'kuasa', 'orang', 'tuju', 'unt', 'sakit', 'terus']",-9,2
"Sejak awal PSI mendeklarasikan diri sebagai partai anti korupsi &amp; anti intoleransi👊\n\nTak hanya itu, kami PSI yg pada awalnya juga di didominasi oleh kaum perempuan, hingga kini turut membela korban kekerasan terhadap perempuan dan anak. https://t.co/st3F6qBNOS",psi deklarasi partai anti korupsi anti intoleransinntak psi dominasi kaum perempuan bela korban keras perempuan anak,"['psi', 'deklarasi', 'partai', 'anti', 'korupsi', 'anti', 'intoleransinntak', 'psi', 'dominasi', 'kaum', 'perempuan', 'bela', 'korban', 'keras', 'perempuan', 'anak']",-12,2
PKS akan   memperkuat peran perempuan dalam pembangunan dengan program pemberdayaan   ekonomi perempuan dan perlindungan terhadap kekerasan gender.   #PKSpembelaRakyat,pks kuat peran perempuan bangun program daya ekonomi perempuan lindung keras gender pkspembelarakyat,"['pks', 'kuat', 'peran', 'perempuan', 'bangun', 'program', 'daya', 'ekonomi', 'perempuan', 'lindung', 'keras', 'gender', 'pkspembelarakyat']",3,1
"Stop kekerasan   terhadap perempuan, perjuangkan hak rakyat! #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI",stop keras perempuan juang hak rakyat pkspembelarakyat,"['stop', 'keras', 'perempuan', 'juang', 'hak', 'rakyat', 'pkspembelarakyat']",0,0
"&lt; Kekerasan menyerang orang lemah untuk menitikberatkan keinginan agar tercapai. \n\nMemutar bola mata, mau tak mau Ryu ikut campur walau terbilang adam Kim ialah orang yang tidak peduli dengan sekitarnya selama tidak menganggu. Beda halnya jika gadis satu &gt;",lt keras serang orang lemah menitikberatkan capai nnmemutar bola mata ryu campur bilang adam kim orang peduli menganggu beda hal gadis,"['lt', 'keras', 'serang', 'orang', 'lemah', 'menitikberatkan', 'capai', 'nnmemutar', 'bola', 'mata', 'ryu', 'campur', 'bilang', 'adam', 'kim', 'orang', 'peduli', 'menganggu', 'beda', 'hal', 'gadis']",0,0
"Stop kekerasan   terhadap perempuan, perjuangkan hak rakyat! #PKSpembelaRakyat \n@PKSejahtera",stop keras perempuan juang hak rakyat pkspembelarakyat,"['stop', 'keras', 'perempuan', 'juang', 'hak', 'rakyat', 'pkspembelarakyat']",0,0
Pentingnya peran media dan jurnalis di perkembangan zaman tidak luput dari masalah kesetaraan gander. Perempuan sendiri menjadi isu penting dalam kebebasan jurnalis maupun dalam industri media. Masih ada perempuan yang mengalami diskriminasi dan kekerasan dalam pekerjaan ini.,peran media jurnalis kembang zaman luput tara gander perempuan isu bebas jurnalis industri media perempuan alami diskriminasi keras kerja,"['peran', 'media', 'jurnalis', 'kembang', 'zaman', 'luput', 'tara', 'gander', 'perempuan', 'isu', 'bebas', 'jurnalis', 'industri', 'media', 'perempuan', 'alami', 'diskriminasi', 'keras', 'kerja']",-6,2
"Jangan biarkan   penggunaan kekerasan oleh aparat, perjuangkan hak rakyat! #PKSpembelaRakyat @PKSejahtera @FPKSDPRRI",biar guna keras aparat juang hak rakyat pkspembelarakyat,"['biar', 'guna', 'keras', 'aparat', 'juang', 'hak', 'rakyat', 'pkspembelarakyat']",-2,2
"&lt; selamat karena beralasan diajak paksa.\n\nLucu pula, pria tersebut mengabaikan perkelahian yang sebelumnya terjadi. Sepertinya dia telah minum sebotol soju sehingga membuat otaknya sedikit sinting. \n\nNamun hal buruk selanjutnya terjadi yaitu kekerasan. &gt;",lt selamat alas ajak paksannlucu pria abai kelahi minum botol soju otak sinting nnnamun buruk keras,"['lt', 'selamat', 'alas', 'ajak', 'paksannlucu', 'pria', 'abai', 'kelahi', 'minum', 'botol', 'soju', 'otak', 'sinting', 'nnnamun', 'buruk', 'keras']",-10,2
"Kemudian..Mengapa Justru Stigmatisasi Radikal,Teroris, Intoleransi..di Sematkan Pada Umat Mayoritas. \nPadahal..Mayoritasnya..Mandaran Seringkali Menjadi Korban terus menerus. ( Korban Kekerasan &amp; Kekuasaan). \nBanding kan Dengan INDIA &amp; Israel. \nApakah Mayoritas Indonesia Biadab?",kemudianmengapa stigmatisasi radikalteroris intoleransidi semat umat mayoritas npadahalmayoritasnyamandaran seringkali korban terus korban keras kuasa nbanding india israel napakah mayoritas indonesia biadab,"['kemudianmengapa', 'stigmatisasi', 'radikalteroris', 'intoleransidi', 'semat', 'umat', 'mayoritas', 'npadahalmayoritasnyamandaran', 'seringkali', 'korban', 'terus', 'korban', 'keras', 'kuasa', 'nbanding', 'india', 'israel', 'napakah', 'mayoritas', 'indonesia', 'biadab']",-4,2
